question_id,language,pair_id,source_text,target_text,source_lang,target_lang,question,expected_answer,citation_text,cite_from,difficulty,question_type,register,model,batch_id,generated_date,has_context
he_batch_gemini_03_183,he,he_042,היא שברה את השיא הלאומי בריצת מרתון ונחשבת כיום לאחת הספורטאיות המצטיינות ביותר במדינה.,She broke the national record in marathon running and is now considered one of the most outstanding athletes in the country.,he,en,"If someone is considered 'one of the most outstanding athletes in the country,' what kind of public or institutional support can she most likely expect to receive, and why?","She can likely expect major funding, sponsorships, and possibly government support. This is because her 'outstanding' status suggests she is a top national representative with the potential to win international medals, justifying investment in her training and career.",one of the most outstanding athletes in the country,target,hard,ambiguous,informal,gemini,he_batch_gemini_03,2025-11-21,yes
he_batch_gemini_04_184,he,he_044,הוועדה המקצועית דחתה את הבקשה בטענה שהתוכנית המוצעת אינה עומדת בתקני הבטיחות והאיכות הנדרשים.,The professional committee rejected the application claiming that the proposed plan does not meet the required safety and quality standards.,he,en,What two criteria did the professional committee claim the proposed plan failed to meet?,The proposed plan does not meet the required safety and quality standards.,does not meet the required safety and quality standards,target,easy,factual,formal,gemini,he_batch_gemini_04,2025-11-21,yes
he_batch_gemini_04_185,he,he_043,"בסוף השבוע עשינו ברביקיו בחצר, שתינו בירה קרה ונהנינו מהמזג האוויר הנעים והחברה הטובה.","Over the weekend we had a barbecue in the yard, drank cold beer, and enjoyed the pleasant weather and good company.",he,en,"The Hebrew word 'ברביקיו' is used in a casual description of a weekend activity. In the context of Israeli culture, what does having a 'ברביקיו' ('barbecue') usually entail, beyond just grilling meat?","A 'ברביקיו' (Mangal/BBQ) typically signifies a social gathering involving friends or family, often held outdoors, and is considered a national pastime associated with relaxed, warm weather socializing, similar to a cookout.",בסוף השבוע עשינו ברביקיו בחצר,source,hard,ambiguous,informal,gemini,he_batch_gemini_04,2025-11-21,yes
he_batch_gemini_04_186,he,he_044,הוועדה המקצועית דחתה את הבקשה בטענה שהתוכנית המוצעת אינה עומדת בתקני הבטיחות והאיכות הנדרשים.,The professional committee rejected the application claiming that the proposed plan does not meet the required safety and quality standards.,he,en,"The English translation uses the formal noun 'application.' Based on the committee's reason for rejection, what kind of document or request was likely submitted by the applicant?","It was likely a formal proposal or plan for a project (such as construction, engineering, or a new product) that needed regulatory approval concerning safety and quality standards.",The professional committee rejected the application claiming that the proposed plan,target,medium,reasoning,formal,gemini,he_batch_gemini_04,2025-11-21,yes
he_batch_gemini_04_187,he,he_043,"בסוף השבוע עשינו ברביקיו בחצר, שתינו בירה קרה ונהנינו מהמזג האוויר הנעים והחברה הטובה.","Over the weekend we had a barbecue in the yard, drank cold beer, and enjoyed the pleasant weather and good company.",he,en,The speaker says they 'drank cold beer' and 'enjoyed the pleasant weather.' What kind of overall atmosphere was the speaker trying to describe about the weekend event?,"They were describing a relaxed, fun, and easygoing atmosphere where people enjoyed each other's company and the nice outdoor environment.","drank cold beer, and enjoyed the pleasant weather and good company",target,medium,factual,informal,gemini,he_batch_gemini_04,2025-11-21,yes
he_batch_gemini_05_188,he,he_046,המוזיאון החדש מציג אוסף מרשים של אמנות עכשווית ישראלית ומארח תערוכות מתחלפות של אמנים מקומיים ובינלאומיים.,The new museum displays an impressive collection of contemporary Israeli art and hosts rotating exhibitions of local and international artists.,he,en,"What kind of collection is displayed at the new museum, and what types of exhibitions does it host?",It displays an impressive collection of contemporary Israeli art and hosts rotating exhibitions featuring artists who are local and international.,displays an impressive collection of contemporary Israeli art and hosts rotating exhibitions of local and international artists,target,easy,factual,formal,gemini,he_batch_gemini_05,2025-11-21,yes
he_batch_gemini_05_189,he,he_045,"אל תקח את זה ללב, הוא לא התכוון לפגוע בך, הוא פשוט אדם ישיר שאומר מה שעולה לו על הלב.","Don't take it to heart, he didn't mean to hurt you, he's just a straightforward person who says what comes to his mind.",he,en,The speaker used the Hebrew idiom 'אל תקח את זה ללב.' What is the underlying emotion the speaker is advising the listener to avoid experiencing?,"The speaker is advising the listener to avoid feeling deep hurt, sadness, or offense, suggesting they shouldn't let the comment emotionally bother them.",אל תקח את זה ללב,source,medium,reasoning,informal,gemini,he_batch_gemini_05,2025-11-21,yes
he_batch_gemini_05_190,he,he_046,המוזיאון החדש מציג אוסף מרשים של אמנות עכשווית ישראלית ומארח תערוכות מתחלפות של אמנים מקומיים ובינלאומיים.,The new museum displays an impressive collection of contemporary Israeli art and hosts rotating exhibitions of local and international artists.,he,en,"The English translation uses the formal academic word 'contemporary.' If you were describing the art to a friend, how would you casually refer to 'אמנות עכשווית ישראלית' ('contemporary Israeli art')?",You would probably call it 'modern Israeli art' or 'new art from Israel' or 'art that's being made now.',אמנות עכשווית ישראלית,source,medium,factual,informal,gemini,he_batch_gemini_05,2025-11-21,yes
he_batch_gemini_05_191,he,he_045,"אל תקח את זה ללב, הוא לא התכוון לפגוע בך, הוא פשוט אדם ישיר שאומר מה שעולה לו על הלב.","Don't take it to heart, he didn't mean to hurt you, he's just a straightforward person who says what comes to his mind.",he,en,"The speaker describes the offending person as 'a straightforward person who says what comes to his mind.' What is the major functional risk this personality trait presents in professional, multi-cultural, or diplomatic settings, and what mitigating factor is often implicitly assumed?","The risk is that unedited speech ('says what comes to his mind') can violate social norms, cause offense, or be perceived as unprofessional or aggressive. The mitigating factor often implicitly assumed by the speaker is that the person's intent ('he didn't mean to hurt you') is pure, even if the delivery is flawed.",he's just a straightforward person who says what comes to his mind,target,hard,ambiguous,formal,gemini,he_batch_gemini_05,2025-11-21,yes
he_batch_gemini_06_192,he,he_047,המנהל הבטיח שישקול את כל הצעותינו ויחזור אלינו עם החלטה סופית בתוך שבועיים עד שלושה שבועות.,The manager promised he would consider all our suggestions and get back to us with a final decision within two to three weeks.,he,en,"What is the expected timeline for receiving the final decision from the manager, according to the English text?",The manager promised to get back with a final decision within two to three weeks.,get back to us with a final decision within two to three weeks,target,easy,factual,informal,gemini,he_batch_gemini_06,2025-11-21,yes
he_batch_gemini_06_193,he,he_047,המנהל הבטיח שישקול את כל הצעותינו ויחזור אלינו עם החלטה סופית בתוך שבועיים עד שלושה שבועות.,The manager promised he would consider all our suggestions and get back to us with a final decision within two to three weeks.,he,en,The Hebrew uses the verb 'ישקול' (yishkol) which means 'to consider.' What does a formal 'consideration' ('שיקול') of all suggestions imply about the manager's immediate next steps and process?,"It formally implies that the manager will evaluate the suggestions against specific criteria, analyze their feasibility and implications, and potentially engage in internal discussions before making the final decision, ensuring a deliberate process.",המנהל הבטיח שישקול את כל הצעותינו,source,medium,reasoning,formal,gemini,he_batch_gemini_06,2025-11-21,yes
he_batch_gemini_06_194,he,he_048,הטכנולוגיה החדשה מאפשרת לנו לבצע ניתוחים מורכבים בדיוק רב יותר ועם סיכון נמוך יותר לחולים.,The new technology allows us to perform complex surgeries with much greater precision and with lower risk to patients.,he,en,What are the two primary benefits the new technology offers when performing 'ניתוחים מורכבים' (complex surgeries)?,The new technology allows the surgeries to be performed with much greater precision and with a lower risk to the patients.,perform complex surgeries with much greater precision and with lower risk to patients,target,medium,factual,formal,gemini,he_batch_gemini_06,2025-11-21,yes
he_batch_gemini_06_195,he,he_047,המנהל הבטיח שישקול את כל הצעותינו ויחזור אלינו עם החלטה סופית בתוך שבועיים עד שלושה שבועות.,The manager promised he would consider all our suggestions and get back to us with a final decision within two to three weeks.,he,en,"When the manager said he would 'יחזור אלינו' (get back to us) with a 'final decision,' what's the difference between this and just saying 'he'll let us know'?","Saying 'he'll get back to us' (a more formal register) emphasizes a commitment to follow up, typically in a business setting, ensuring the original party doesn't have to chase them. It also implies the decision is fully reviewed and ready to be delivered, not just a casual update.",ויחזור אלינו עם החלטה סופית,source,hard,ambiguous,informal,gemini,he_batch_gemini_06,2025-11-21,yes
he_batch_gemini_07_196,he,he_050,השר הכריז על תוכנית חדשה לעידוד יזמות ולמתן הלוואות מסובסדות לעסקים קטנים ובינוניים.,The minister announced a new program to encourage entrepreneurship and provide subsidized loans to small and medium-sized businesses.,he,en,What is the new program from the minister designed to encourage and what specific aid does it provide?,The program is designed to encourage entrepreneurship and provide subsidized loans to small and medium-sized businesses.,new program to encourage entrepreneurship and provide subsidized loans to small and medium-sized businesses,target,easy,factual,formal,gemini,he_batch_gemini_07,2025-11-21,yes
he_batch_gemini_07_197,he,he_049,"בלילה ההוא ישבנו על הגג וצפינו בכוכבים, דיברנו על החיים ועל החלומות שלנו לעתיד.","That night we sat on the roof and watched the stars, talked about life and about our dreams for the future.",he,en,The Hebrew phrase 'דיברנו על החיים ועל החלומות שלנו לעתיד' is translated conversationally. How would you describe the emotional depth or closeness of the relationship between the people involved in this conversation?,"The relationship is likely intimate and trusting, as sharing 'dreams for the future' and discussing 'life' in general is a sign of deep personal connection and comfort with vulnerability.",דיברנו על החיים ועל החלומות שלנו לעתיד,source,medium,reasoning,informal,gemini,he_batch_gemini_07,2025-11-21,yes
he_batch_gemini_07_198,he,he_050,השר הכריז על תוכנית חדשה לעידוד יזמות ולמתן הלוואות מסובסדות לעסקים קטנים ובינוניים.,The minister announced a new program to encourage entrepreneurship and provide subsidized loans to small and medium-sized businesses.,he,en,"The minister announced a plan for 'הלוואות מסובסדות' (subsidized loans). What is the primary economic mechanism of a subsidized loan, and why are these specifically targeted at small and medium-sized businesses?","A subsidized loan means the government or institution covers a portion of the interest, making the borrowing cost significantly lower than market rates. They are targeted at small and medium-sized businesses because these enterprises often struggle to secure capital and are crucial engines for job creation and economic growth.",ולמתן הלוואות מסובסדות לעסקים קטנים ובינוניים,source,hard,ambiguous,formal,gemini,he_batch_gemini_07,2025-11-21,yes
he_batch_gemini_07_199,he,he_049,"בלילה ההוא ישבנו על הגג וצפינו בכוכבים, דיברנו על החיים ועל החלומות שלנו לעתיד.","That night we sat on the roof and watched the stars, talked about life and about our dreams for the future.",he,en,"The English translation uses the casual phrase 'sat on the roof.' In an urban Israeli context, what might this activity imply about the setting or the type of living arrangement?","It likely implies they were on a private, flat rooftop of an apartment building, often used as a communal or personal space for socializing and escaping the heat, which is a common urban living arrangement in the country.",That night we sat on the roof and watched the stars,target,medium,factual,informal,gemini,he_batch_gemini_07,2025-11-21,yes
ja_batch_chatgpt_01_200,ja,ja_001,新しい経済政策により、中小企業への支援が強化され、地方経済の活性化が期待されています。,"The new economic policy has strengthened support for small and medium-sized enterprises, and is expected to revitalize regional economies.",ja,en,"According to the translation, what concrete action has the new economic policy taken to support businesses?",It explicitly states that the policy has increased the level of support directed toward small and medium-sized enterprises.,has strengthened support for small and medium-sized enterprises,target,easy,factual,formal,chatgpt,ja_batch_chatgpt_01,2025-11-21,yes
ja_batch_chatgpt_01_201,ja,ja_002,彼女は窓の外を眺めながら、故郷の桜並木を思い出し、懐かしさで胸がいっぱいになった。,"As she gazed out the window, she recalled the cherry blossom-lined streets of her hometown, and her heart swelled with nostalgia.",ja,en,What memory made her feel all nostalgic?,"She was thinking back to the cherry-blossom-lined streets in her hometown, which filled her with warm memories.",故郷の桜並木を思い出し,source,easy,factual,informal,chatgpt,ja_batch_chatgpt_01,2025-11-21,yes
ja_batch_chatgpt_01_202,ja,ja_001,新しい経済政策により、中小企業への支援が強化され、地方経済の活性化が期待されています。,"The new economic policy has strengthened support for small and medium-sized enterprises, and is expected to revitalize regional economies.",ja,en,How does the translation convey the modality of expectation in relation to regional economic growth?,"It frames the revitalization of regional economies as a projected or anticipated outcome rather than a certainty, showing a forward-looking expectation.",is expected to revitalize regional economies,target,medium,reasoning,formal,chatgpt,ja_batch_chatgpt_01,2025-11-21,yes
ja_batch_chatgpt_01_203,ja,ja_002,彼女は窓の外を眺めながら、故郷の桜並木を思い出し、懐かしさで胸がいっぱいになった。,"As she gazed out the window, she recalled the cherry blossom-lined streets of her hometown, and her heart swelled with nostalgia.",ja,en,Why do you think her feelings intensified so much in that moment?,"Her emotions likely swelled because the memory evoked deep personal attachment, suggested by how strongly nostalgia filled her heart.",懐かしさで胸がいっぱいになった,source,medium,reasoning,informal,chatgpt,ja_batch_chatgpt_01,2025-11-21,yes
ja_batch_chatgpt_01_204,ja,ja_003,ちょっと待って!財布忘れちゃった。先に行ってて、すぐ追いつくから。,"Wait up! I forgot my wallet. Go ahead without me, I'll catch up right away.",ja,en,"In the context of Japanese everyday speech, what ambiguity might arise when interpreting her request for someone to wait?","Her wording could reflect either a polite pause or an urgent plea, as the informal phrasing leaves room for interpreting how pressing her situation actually is.",ちょっと待って,source,hard,ambiguous,formal,chatgpt,ja_batch_chatgpt_01,2025-11-21,yes
ja_batch_chatgpt_01_205,ja,ja_003,ちょっと待って!財布忘れちゃった。先に行ってて、すぐ追いつくから。,"Wait up! I forgot my wallet. Go ahead without me, I'll catch up right away.",ja,en,How might the casual tone of the English translation change the way you interpret the urgency of the situation?,"Because the translation uses relaxed, friendly phrasing, the situation feels more like a quick, everyday mix-up than a serious problem.",I'll catch up right away,target,hard,ambiguous,informal,chatgpt,ja_batch_chatgpt_01,2025-11-21,yes
ja_batch_chatgpt_02_206,ja,ja_004,機械学習アルゴリズムの精度を向上させるためには、十分な量の高品質なトレーニングデータが不可欠です。,"To improve the accuracy of machine learning algorithms, a sufficient amount of high-quality training data is essential.",ja,en,"According to the English translation, what specific resource is described as essential for improving algorithmic accuracy?",The translation identifies a sufficient quantity of high-quality training data as necessary for enhancing the accuracy of machine learning algorithms.,high-quality training data,target,easy,factual,formal,chatgpt,ja_batch_chatgpt_02,2025-11-21,yes
ja_batch_chatgpt_02_207,ja,ja_006,彼は猫を被っているけど、本当は結構やんちゃな性格なんだよね。,"He acts all innocent, but he's actually quite a troublemaker at heart.",ja,en,"In the Japanese sentence about the guy hiding his real personality, what behavior is he putting on?",He acts innocent even though he is actually mischievous.,猫を被っているけど,source,easy,factual,informal,chatgpt,ja_batch_chatgpt_02,2025-11-21,yes
ja_batch_chatgpt_02_208,ja,ja_005,その提案は確かに興味深いですが、実現可能性については慎重に検討する必要があると思います。,"While that proposal is certainly interesting, I believe we need to carefully consider its feasibility.",ja,en,"In the statement about evaluating a proposal, what underlying rationale suggests that a methodical assessment is required?",The rationale is that its actual feasibility is uncertain and thus must be evaluated with care before making a decision.,carefully consider its feasibility,target,medium,reasoning,formal,chatgpt,ja_batch_chatgpt_02,2025-11-21,yes
ja_batch_chatgpt_02_209,ja,ja_005,その提案は確かに興味深いですが、実現可能性については慎重に検討する必要があると思います。,"While that proposal is certainly interesting, I believe we need to carefully consider its feasibility.",ja,en,Why does the speaker think they gotta take their time before jumping on that proposal?,"They believe the idea might not be practical, so they need to examine whether it can realistically be carried out.",実現可能性については慎重に,source,medium,reasoning,informal,chatgpt,ja_batch_chatgpt_02,2025-11-21,yes
ja_batch_chatgpt_02_210,ja,ja_006,彼は猫を被っているけど、本当は結構やんちゃな性格なんだよね。,"He acts all innocent, but he's actually quite a troublemaker at heart.",ja,en,How does the Japanese idiom cited in the text convey cultural nuance regarding concealed temperament?,"The idiom suggests someone is deliberately hiding their true mischievous character behind a façade of innocence, reflecting a cultural understanding of masking one's real nature.",猫を被っているけど,source,hard,ambiguous,formal,chatgpt,ja_batch_chatgpt_02,2025-11-21,yes
ja_batch_chatgpt_02_211,ja,ja_004,機械学習アルゴリズムの精度を向上させるためには、十分な量の高品質なトレーニングデータが不可欠です。,"To improve the accuracy of machine learning algorithms, a sufficient amount of high-quality training data is essential.",ja,en,"When the English version says something 'is essential', how strong is that requirement supposed to be?","It signals a strong sense of necessity, implying the task cannot be done properly without that element.",is essential,target,hard,ambiguous,informal,chatgpt,ja_batch_chatgpt_02,2025-11-21,yes
ja_batch_chatgpt_03_212,ja,ja_007,台風の接近により、明日の午後から電車の運行が大幅に乱れる可能性があります。,"Due to the approaching typhoon, train services may be significantly disrupted from tomorrow afternoon.",ja,en,"According to the English translation, at what point in time are the train services expected to face possible disruption?",They are expected to face possible disruption beginning tomorrow afternoon.,from tomorrow afternoon,target,easy,factual,formal,chatgpt,ja_batch_chatgpt_03,2025-11-21,yes
ja_batch_chatgpt_03_213,ja,ja_007,台風の接近により、明日の午後から電車の運行が大幅に乱れる可能性があります。,"Due to the approaching typhoon, train services may be significantly disrupted from tomorrow afternoon.",ja,en,So when exactly are the trains supposed to start getting messed up in the Japanese sentence?,It says the disruption might start tomorrow afternoon.,明日の午後から,source,easy,factual,informal,chatgpt,ja_batch_chatgpt_03,2025-11-21,yes
ja_batch_chatgpt_03_214,ja,ja_007,台風の接近により、明日の午後から電車の運行が大幅に乱れる可能性があります。,"Due to the approaching typhoon, train services may be significantly disrupted from tomorrow afternoon.",ja,en,What modal nuance is conveyed in the translation regarding the likelihood of transport disruption?,"The translation indicates that disruption is possible rather than certain, expressing a cautious prediction rather than a definitive outcome.",train services may be significantly disrupted,target,medium,reasoning,formal,chatgpt,ja_batch_chatgpt_03,2025-11-21,yes
ja_batch_chatgpt_03_215,ja,ja_008,古い町並みを歩いていると、まるで時間が止まったかのような不思議な感覚に包まれた。,"Walking through the old townscape, I was enveloped in a strange sensation as if time had stopped.",ja,en,Why does the narrator feel like time sorta froze while walking around the old town?,"Because the atmosphere creates a surreal, almost suspended moment, giving the narrator the impression that time itself has stopped.",まるで時間が止まった,source,medium,reasoning,informal,chatgpt,ja_batch_chatgpt_03,2025-11-21,yes
ja_batch_chatgpt_03_216,ja,ja_009,今日の飲み会、行けなくなっちゃった。ごめん、また今度誘ってね!,"I can't make it to tonight's drinking party anymore. Sorry, invite me again next time!",ja,en,"In the context of Japanese social customs, what expectations might be implied by the reference to the drinking event?","The mention of the drinking party implies a cultural expectation of social bonding and group participation, suggesting that declining may carry subtle interpersonal nuance.",tonight's drinking party,target,hard,ambiguous,formal,chatgpt,ja_batch_chatgpt_03,2025-11-21,yes
ja_batch_chatgpt_03_217,ja,ja_009,今日の飲み会、行けなくなっちゃった。ごめん、また今度誘ってね!,"I can't make it to tonight's drinking party anymore. Sorry, invite me again next time!",ja,en,How does the phrase used in Japanese show that the speaker is talking super casually about cancelling their plans?,"The expression reflects informal, conversational speech that softens the cancellation, signaling friendliness and a relaxed social tone.",行けなくなっちゃった,source,hard,ambiguous,informal,chatgpt,ja_batch_chatgpt_03,2025-11-21,yes
ja_batch_chatgpt_04_218,ja,ja_010,量子コンピューティングは、従来のコンピュータでは解決困難な複雑な問題を解く可能性を秘めています。,Quantum computing holds the potential to solve complex problems that are difficult for conventional computers to address.,ja,en,What specific capability is attributed to quantum computing in the translation?,The translation states that quantum computing may be able to handle highly complex problems that conventional computers struggle with.,solve complex problems,target,easy,factual,formal,chatgpt,ja_batch_chatgpt_04,2025-11-21,yes
ja_batch_chatgpt_04_219,ja,ja_011,この度は貴重なご意見をいただき、誠にありがとうございます。今後の改善に活かしてまいります。,Thank you very much for your valuable feedback. We will utilize it for future improvements.,ja,en,"In the Japanese text, what kind of feedback did the speaker say they received?","The speaker says they received important and valued feedback, indicating appreciation for the input.",貴重なご意見をいただき,source,easy,factual,informal,chatgpt,ja_batch_chatgpt_04,2025-11-21,yes
ja_batch_chatgpt_04_220,ja,ja_011,この度は貴重なご意見をいただき、誠にありがとうございます。今後の改善に活かしてまいります。,Thank you very much for your valuable feedback. We will utilize it for future improvements.,ja,en,How does the phrase referring to future actions indicate intention in the English translation?,"The expression signals a clear plan to apply the feedback going forward, suggesting a committed future-oriented intention rather than a vague possibility.",We will utilize it,target,medium,reasoning,formal,chatgpt,ja_batch_chatgpt_04,2025-11-21,yes
ja_batch_chatgpt_04_221,ja,ja_012,彼の言葉には棘があって、聞いていて気分が悪くなることがある。,"His words have a sharp edge to them, and sometimes listening to him makes me feel uncomfortable.",ja,en,"If you had to explain casually how the Japanese sentence portrays the tone of his speech, what would you say?","It basically says his way of talking can sting a bit, like he's not sugarcoating anything and it can feel rough.",言葉には棘があって,source,medium,reasoning,informal,chatgpt,ja_batch_chatgpt_04,2025-11-21,yes
ja_batch_chatgpt_04_222,ja,ja_012,彼の言葉には棘があって、聞いていて気分が悪くなることがある。,"His words have a sharp edge to them, and sometimes listening to him makes me feel uncomfortable.",ja,en,What deeper cultural or idiomatic nuance might be lost if one interprets the translation's description of his speech too literally?,"The Japanese expression suggests a figurative sharpness implying emotional discomfort or social friction, not physical harm, so reading it literally may miss the culturally nuanced metaphor about interpersonal sensitivity.",a sharp edge to them,target,hard,ambiguous,formal,chatgpt,ja_batch_chatgpt_04,2025-11-21,yes
ja_batch_chatgpt_04_223,ja,ja_010,量子コンピューティングは、従来のコンピュータでは解決困難な複雑な問題を解く可能性を秘めています。,Quantum computing holds the potential to solve complex problems that are difficult for conventional computers to address.,ja,en,"When the text mentions the challenge level of the problems quantum computers might solve, how could this be taken in more than one way?","It could mean the problems are inherently too complex for current machines, or it could imply that the difficulty comes from practical limits in today's technology, leaving room for interpretation about what 'hard' really refers to.",従来のコンピュータでは解決困難な,source,hard,ambiguous,informal,chatgpt,ja_batch_chatgpt_04,2025-11-21,yes
ja_batch_chatgpt_05_224,ja,ja_013,政府は気候変動対策として、2030年までに温室効果ガスの排出量を50%削減する目標を掲げています。,"As a climate change countermeasure, the government has set a goal to reduce greenhouse gas emissions by 50% by 2030.",ja,en,What specific quantitative target has the government established for reducing emissions?,"The government has committed to cutting greenhouse gas emissions by half, setting a measurable reduction benchmark.",reduce greenhouse gas emissions by 50%,target,easy,factual,formal,chatgpt,ja_batch_chatgpt_05,2025-11-21,yes
ja_batch_chatgpt_05_225,ja,ja_014,夕暮れ時、海岸沿いを散歩していると、波の音が心を落ち着かせてくれた。,"Walking along the coast at dusk, the sound of the waves calmed my mind.",ja,en,So what was it that actually helped calm the person down during the walk?,It was the sound of the waves that eased the person's mood while walking along the coast.,波の音が心を落ち着かせてくれた,source,easy,factual,informal,chatgpt,ja_batch_chatgpt_05,2025-11-21,yes
ja_batch_chatgpt_05_226,ja,ja_014,夕暮れ時、海岸沿いを散歩していると、波の音が心を落ち着かせてくれた。,"Walking along the coast at dusk, the sound of the waves calmed my mind.",ja,en,How does the temporal expression in the translation influence the reader's understanding of the scene?,"The phrase 'at dusk' situates the action at a transitional time of day, enhancing the atmosphere and subtly shaping the emotional tone of the moment.",at dusk,target,medium,reasoning,formal,chatgpt,ja_batch_chatgpt_05,2025-11-21,yes
ja_batch_chatgpt_05_227,ja,ja_015,マジで?そんなことあるわけないじゃん!絶対ウソでしょ。,Seriously? No way that could happen! That's definitely a lie.,ja,en,"What kind of vibe do you get from how the speaker reacts, based on the casual phrasing?","The strong, casual outburst suggests disbelief mixed with frustration, conveyed through very informal language that emphasizes emotional intensity.",マジで?,source,medium,reasoning,informal,chatgpt,ja_batch_chatgpt_05,2025-11-21,yes
ja_batch_chatgpt_05_228,ja,ja_015,マジで?そんなことあるわけないじゃん!絶対ウソでしょ。,Seriously? No way that could happen! That's definitely a lie.,ja,en,"In interpreting the speaker's dismissal, how might the emphatic tone be understood across cultural contexts?","The emphatic denial can be read as either playful exaggeration or genuine skepticism, depending on cultural norms surrounding emotional expressiveness and hyperbole.",No way that could happen,target,hard,ambiguous,formal,chatgpt,ja_batch_chatgpt_05,2025-11-21,yes
ja_batch_chatgpt_05_229,ja,ja_014,夕暮れ時、海岸沿いを散歩していると、波の音が心を落ち着かせてくれた。,"Walking along the coast at dusk, the sound of the waves calmed my mind.",ja,en,"When you look at how the scene is described, what do you think is going on emotionally, even though it is not spelled out?","The act of strolling along the coast hints at a reflective or possibly lonely moment, but the text leaves open whether the calmness was relief, nostalgia, or something else.",海岸沿いを散歩していると,source,hard,ambiguous,informal,chatgpt,ja_batch_chatgpt_05,2025-11-21,yes
ja_batch_chatgpt_06_230,ja,ja_016,このソフトウェアは、ユーザーインターフェースが直感的で、初心者でも簡単に操作できるように設計されています。,This software has an intuitive user interface and is designed so that even beginners can operate it easily.,ja,en,What specific feature of the software is described as aiding novice users?,It highlights that the intuitive user interface makes the software accessible to beginners by enabling straightforward operation.,even beginners can operate it easily,target,easy,factual,formal,chatgpt,ja_batch_chatgpt_06,2025-11-21,yes
ja_batch_chatgpt_06_231,ja,ja_017,ご不明な点がございましたら、遠慮なくお問い合わせください。担当者より折り返しご連絡いたします。,"If you have any questions, please do not hesitate to contact us. A representative will get back to you.",ja,en,"So if I reach out with a question, who’s actually gonna hit me back?",The text indicates that a designated representative is the one who will return the inquiry.,担当者より折り返しご連絡いたします,source,easy,factual,informal,chatgpt,ja_batch_chatgpt_06,2025-11-21,yes
ja_batch_chatgpt_06_232,ja,ja_016,このソフトウェアは、ユーザーインターフェースが直感的で、初心者でも簡単に操作できるように設計されています。,This software has an intuitive user interface and is designed so that even beginners can operate it easily.,ja,en,"According to the translation, what underlying intention does the design goal imply about user interaction?","The phrasing suggests that the software was created with the deliberate objective of enabling users, regardless of skill level, to handle it with minimal effort.",is designed so that,target,medium,reasoning,formal,chatgpt,ja_batch_chatgpt_06,2025-11-21,yes
ja_batch_chatgpt_06_233,ja,ja_018,雨降って地固まるって言うし、この問題を乗り越えたらもっと強いチームになれるよ。,"They say adversity builds character, so if we overcome this problem, we'll become an even stronger team.",ja,en,"When the speaker drops that idiom, what kind of hopeful message are they trying to get across?","By invoking the idiom, the speaker conveys the belief that getting through hardship can actually strengthen the team’s unity and resilience.",雨降って地固まる,source,medium,reasoning,informal,chatgpt,ja_batch_chatgpt_06,2025-11-21,yes
ja_batch_chatgpt_06_234,ja,ja_017,ご不明な点がございましたら、遠慮なくお問い合わせください。担当者より折り返しご連絡いたします。,"If you have any questions, please do not hesitate to contact us. A representative will get back to you.",ja,en,How does the politeness expressed in the request shape how a reader should interpret the speaker’s stance toward inquiries?,"The very polite formulation indicates a formally courteous attitude, suggesting that the speaker earnestly encourages questions while maintaining a respectful professional distance.",遠慮なくお問い合わせください,source,hard,ambiguous,formal,chatgpt,ja_batch_chatgpt_06,2025-11-21,yes
ja_batch_chatgpt_06_235,ja,ja_018,雨降って地固まるって言うし、この問題を乗り越えたらもっと強いチームになれるよ。,"They say adversity builds character, so if we overcome this problem, we'll become an even stronger team.",ja,en,"When the sentence talks about pushing through the issue, what does that conditional bit imply about the future, at least from the speaker’s point of view?","It implies that becoming a stronger team is not guaranteed but depends on successfully overcoming the present challenge, placing the hoped-for improvement squarely in a conditional future.",乗り越えたら,source,hard,ambiguous,informal,chatgpt,ja_batch_chatgpt_06,2025-11-21,yes
ja_batch_claude_01_236,ja,ja_019,最新の研究によると、適度な運動と バランスの取れた食事が健康寿命の延伸に大きく貢献するそうです。,"According to recent research, moderate exercise and a balanced diet greatly contribute to extending healthy life expectancy.",ja,en,What two factors contribute to extending healthy life expectancy according to the research?,"According to the research, moderate exercise and a balanced diet are the two factors that greatly contribute to extending healthy life expectancy.",moderate exercise and a balanced diet greatly contribute to extending healthy life expectancy,target,easy,factual,formal,claude,ja_batch_claude_01,2025-11-21,yes
ja_batch_claude_01_237,ja,ja_021,やばい、電車乗り過ごした!今どこにいるのか全然わかんない。,"Oh no, I missed my stop! I have no idea where I am right now.",ja,en,"So wait, I missed my stop... what's the vibe of the original Japanese?","The original uses 'やばい' (yabai), which is super casual slang expressing panic or distress - way more informal than 'Oh no' captures. It's like saying 'Crap!' or 'Dude, seriously?!' in English.",やばい、電車乗り過ごした,source,hard,ambiguous,informal,claude,ja_batch_claude_01,2025-11-21,yes
ja_batch_claude_01_238,ja,ja_020,月明かりの下、静かな湖面に映る山々の影が、幻想的な風景を作り出していた。,"Under the moonlight, the shadows of mountains reflected on the quiet lake surface created a fantastical landscape.",ja,en,How does the translation convey the atmospheric quality described in the moonlight scene?,"The translation preserves the ethereal atmosphere by describing how mountain shadows on the lake surface 'created a fantastical landscape,' capturing the dreamlike, otherworldly quality of the original scene.",created a fantastical landscape,target,medium,reasoning,formal,claude,ja_batch_claude_01,2025-11-21,yes
